Date,Username,Komen,Label
8/14/2022 12:08,BACA RULES,-dips! mau tanya untuk syarat kuliah luring harus udah vaksin booster gak ya? soalnya aku belum dapet booster karena di daerahku stock modernanya masih kosong terus :(,1
8/14/2022 12:37,Loka,@apodyopcis @Skylaraylee aku juga udah vaksin tiga kali tapi sertifikat booster ya blaaas gak ada T____T,1
8/14/2022 12:40,Psychopath,Untung aja udah vaksin booster tgl 9 kemaren https://t.co/Ecm14oXxvE,1
8/14/2022 12:59,Lalan_StayAtHome,Segitu nafsunya mereka memaksakan vaksin booster ke masyarakat sampai mengeluarkan aturan ini. Pemerintah ANJING!!!! https://t.co/1Oy0eeWPCv,0
8/14/2022 13:03,naaainaa,Sertifikat booster kok belum keluar ya padahal udah vaksin dari tgl 11 biasanya langsung ada ini kok,0
8/14/2022 13:10,Hasan,@KemenkesRI Saya udah vaksin booster hari ini sekitar jam 11 an tapi sertifikat vaksinasi nya masih belum muncul di aplikasi pedulilindungi nya,0
8/14/2022 13:11,Iman Teguh A,RT @dr_koko28: Vaksin booster -tetap kami sarankan- dilanjutkan tapi dalam bentuk pendekatan yang lebih berbasis edukasi ajakan kerelaan,1
8/14/2022 13:14,mynameisJun,@jaka_mat2 Air Jordan boleh lah. tapi ga mau vaksin booster dan maksain diri pergi pas lagi sakit? Mending Air Jordannya dijual buat biaya ke rs.,1
8/14/2022 13:28,Yayaaa🕊,Oleh oleh jalan sehat = vaksin booster :) https://t.co/XE8ltA5hUZ,1
8/14/2022 13:58,zaveline,abis booster terus kepala sakit. 2 vaksin sebelumnya ga ada keluhan sama sekali -__-,0
8/14/2022 14:08,duwd,aku kan abis booster yak kalo surat sehat e pke kartu vaksin aja bisa ga ya mager,1
8/14/2022 14:17,KaumRebahan,@Putriaditia__ iya kalo mau pergi2 hrs udh vaksin booster,1
8/14/2022 14:23,Nikmatus Sholehah,cepat membaik perutku ;) aku kangen kamu sebelum kena vaksin booster,1
8/14/2022 14:27,nothing,Ribet anjir kenapa harus vaksin booster lagi anjir.,0
8/14/2022 14:34,Yanuyasha,@republikaonline Sudahlah Pak/Bu. Ga perlu lah dijadikan syarat ini itu. Toh temen gue yg belum vaksin booster peduli lindunginya pun sudah ada yg dapat sertifikatnya ko.,0
8/14/2022 14:45,𝐮𝐭𝐢,ok selasa gue vaksin booster di st manggarai aja,1
8/14/2022 14:46,Herman Donald,@croicssant @zoelfick efek kelamaan di rumah..terus kurang di vaksin booster sekalinya keluar rumah hilang ingatan kalo dia ga bawa duit.,1
8/14/2022 14:50,indahae•,Aku habis vaksin booster tadi siang dan sekarang tanganku ngilu bgtt,0
8/14/2022 14:50,TY.,@THESHADRE waduh akun ku belum vaksin booster,1
8/14/2022 14:54,EsterNataliaFinnolius,Sekarang kalau mau masuk mall harus udah pernah vaksin booster ya? hm iya https://t.co/R0SvMtBsiz,1
8/14/2022 15:08,akia,@miyawmura aku booster astra biasanya abis vaksin dikasih paracetamol itu buat nurunin panasnyaa,1
8/14/2022 15:34,aksubat,pgn vaksin booster tp takut bgt yallah,1
8/14/2022 15:52,lida,@omsoonyoung misalnyaaa udah vaksin yg 2x nah itu kan harus booster tuh nah itu tuh adaa batasnya gak? soalnya mau booster ada kehalang aja gitu pas mau booster,1
8/14/2022 16:00,ca?,@thirdcyes @convomf berarti walaupun udh vaksin dosis ke 2 trs blm vaksin booster tetep ga bisa masuk ya kak?:(,1
8/14/2022 16:04,rud ; fast resp WA ⚡,yok siapa lagi yang mau joki vaksin. blom pernah vaksin? bisa langsung full dosis sampe booster  more info please DM atau WA  https://t.co/obPUgGixfe https://t.co/kuIKOVnB7z,1
8/14/2022 16:13,Adhinda.,Target minggu besok yang tinggal berapa menit lagi ialah : harus berani vaksin booster wkwk receh amat ,1
8/15/2022 9:42,WisnuAl,Kasusnya emang mulai naik. Temen2 kantor ada yg mulai positif lagi. Dan positiftas rate-nya udah 25% lagi. Artinya tiap 4 orang di pcr kungkinan 1 positif. Kabar baiknya tingkat kematian rendah berkat vaksin. Makannya digalakan vaksin,1
8/15/2022 9:50,dev,@TetsukoHimura bener sih trs kondisi imun juga lagi kurang baik jadi walau udah vaksin sampe booster juga ttp aja bisa kena. malah skrg kan udh gak seketat dulu ya protokolnya ,1
8/15/2022 9:58,UGM_FESS,Efek vaksin booster pfizer aman ga guys kalian yg udah booster? Besok sender rencana mau vaksin dan rabu mau ke luar kota soalnya kira2 aman ga yaa.,1
8/15/2022 10:02,Violet,Anjir blm juga hilang trauma vaksin booster kemaren ini udah disuruh vaksin booster ke 2 ,1
8/15/2022 10:09,daraahim,RT @DaraSagita99: Mantap betul.. kenaikan antibodi paling tinggi dialami oleh mereka yg sudah vaksin booster. Semoga ga ada gelombang2an lagi,1
8/15/2022 10:12,Presiden Kuli,@VeritasArdentur Terakhir vaksin kedua september 2021 AZ sampai sekarang belum booster asam lambungnya sering kambuh mudah2an aman. nanti kalau bs booster dapet yg ringan effeknya. Sinovac sj lah kalau bs. Scr aturan kayaknya AZ 1 dosis atau pfizer 1/2 do,1
8/15/2022 10:36,wawan,@dondar_jakarta setelah vaksin booster berapa hari boleh donor darah?,1
8/15/2022 10:45,benn,@usernotfound499 Emang suka gitu kalo sistem teh temenku cuma vaksin pertama di aplikasi udah booster malah wkwk,1
8/15/2022 11:06,lis,LAGIAN kemaren bilangnya masukin aja sertif vaksin 2 sm pedulilindinginya tetap aktif tiba2 wajib booster,1
8/15/2022 11:33,nia,aku tau di sekitaran JIS suka ada tenda vaksin booster gitu soalnya pernah liat pas acara Jakarta Hajatan ternyata buat 18 keatas:),1
8/15/2022 11:36,milky💫,Emang kalo blm vaksin booster tuh gk bisa scan barcode peduli lindungi kah?,1
8/15/2022 11:42,nova 🦁,ngomong-ngomong soal booster aku belum vaksin booster ,1
8/15/2022 11:55,𝐀𝐧𝐭𝐢 𝐏𝐊𝐈,RT @Sapram96_: @yusfadhiyah jadi inget aku habis vaksin booster pertama awalnya lengan berat aja tapi lama2 demam trs diajakin ngomong,1
8/15/2022 12:12,riff,@KAI121 kak kalo udah vaksin booster tapi mau tes antigen bisa ga ya?,1
8/15/2022 13:12,surr,tadi mau masuk kereta ga boleh sama petugas soalnya blm vaksin booster alhasil gajadi pulkam,1
8/15/2022 13:49,pao || izana au📌,abis vaksin booster badan kek langsung pegel kek mau remuk anjir,0
8/15/2022 14:40,피라,Pegal sekali bekas vaksin booster ini yaAllah ampun,0
8/21/2022 6:54,dhai,@morkleebogor Oh iyaa kamu abis kena cvd ya tapi sebulan setelah kena cvd gapapa vaksin aja temenku yg nakes kerja di RS juga gas langsung vaksin booster wkwk,1
8/21/2022 6:58,d,kemaren badmood gabisa masuk ke aeon grgr belom vaksin booster haha,1
8/21/2022 7:11,Apo Small Waist,@smootawwie Gak demam lemes doang itu pun pas booster. Vaksin 1 2 biasa ajaa,1
8/21/2022 7:19,BapakDeforestasiWakanda,@tempodotco Kami bersyukur masih berupa SARAN bukan WAJIB kaya apa2 WAJIB vaksin booster. Makasih loh pak manteri ide brilian nya. O iya pak sekedar info tol sama BBM sekarang gak murah loh. Happy Sunday!!!,1
8/21/2022 7:35,Herfina Tri,Yang vaksin booster ke 2 emaknya. Yang demam anaknya. Duh ,1
8/21/2022 7:48,Yan.,@prillllyyyy Tmptku msih pake aplikasi pedulilindungi doang vaksin booster ga dicek kli,1
8/21/2022 7:51,JQ,perkara abis vaksin booster tangan rasanya kaya abis pake sarung tangan thanos yang di endgame,1
8/21/2022 8:20,Ara 📌CSD,Gue akhirnya booster kan kemaren pas hari vaksin masih haha hihi biasa aja ngeluh dikit tangan gue kerasa pegel. Bangun tidur kaget sendiri badan gue gaenak banget Ya Allah tangan kenapa jadi sakit dua duanya gue packing orderan sambil nahan sakit. Mana demam juga anjir,0
8/21/2022 9:20,HoldMyChickens,RT @kominfodiy: Sedulur sudah tahu belum kalau pemerintah kembali memperbaharui jenis vaksin dan dosis COVID-19 untuk booster kedua?,1
8/21/2022 9:21,I'm not ordinary boy,@sbmptnfess Booster aja dulu mumpung gratis. Kalo vaksin 2 sekarang wajib PCR test,1
8/21/2022 9:26,Nisa,Haduh masa nanti ada vaksin booster 2 sih Booster ke 1 aja aku sakit 3 hari https://t.co/qT3HfbLrAx,1
8/21/2022 9:53,вαℓqєєss αℓαmery,@darisetetesair @GratisTerbaik Saya vaksin 2 kali Astrazeneca tapi ga Booster. Karena saya merasa cukup 2 kali saat saudi juga perlakukan juga syarat vaksin. Kalau itu haram itu tanggung jawab ulama dan MUI. Di negara arab ulama juga vaksin Astrazeneca bu,0
8/21/2022 10:30,Nami,@ejskup Aku demamnya udah 2 hari lalu 2 hari demam terus sekarang baru muncul flunya mungkin ya? Aku booster emang baru ini pake vaksin yg ini,0
8/21/2022 10:33,j,@namikuk Walaahh ga enak banget tuh pasti. Iyaa kayaknyaa mungkin vaksin booster yang ini efeknya lebih kuat dari yang sebelumnya. Belum lagi sekarang lagi pergantian musim kan rawan sakit ,0
8/21/2022 11:10,puts,Bakalan ada vaksin booster ke 2 ya? Wkwk war moderna lg dong,1
8/21/2022 11:31,💔,Nyari tebengan buat nyari vaksin booster agak sulit bund:( https://t.co/KPc5by45eD,1
8/21/2022 11:52,Aprillia/Lyah,@awqpiedraws Ohh berarti harus vaksin lagi deh. Aku sebelumnya udah vaksin covid 2 kali tinggal booster aja,1
8/21/2022 11:54,⚕️Base Anak FK | Open DM📩,dok maaf mau tanya. buat yang muslim udh pd vaksin booster blm ya? ada yg blg vaksin itu belum halal? no salty ya,0
8/21/2022 12:03,❄️,@adelaramadhanty aku aja baru vaksin booster yg pertama kemarin,1
8/21/2022 12:28,B£∆¢K H👌£€,Kalian semua cuma diperbudak globalist untuk divaksin seumur hidup selama kau belum mati ! Setiap waktunya booster atau vaksin baru penandaan warna akan turun beberapa level warna yg sebelumnya mungkin tadinya hijau menjadi kuning yang kuning menjadi merah. Vaksin sampai mampos. https://t.co/jWsLgY3GrX,0
8/21/2022 12:48,Avakocheng_bisaapa,@lanangd23592016 @StopPlandemit Saya udah pernah kena sakitnya sih gak gimana2 amat mungkin kena yg varian ringan. tp emg sesudah sembuh badan lemes2 dan gampang capek. Tp yg udah booster (klrg saya) tetap kena juga. Jdnya ya sama aja cuma keterbatasan mo,0
8/21/2022 12:51,gingerbread,udah vaksin booster jd sering sakit gatau efek vaksin atau bukan.,0
8/25/2022 2:57,johar prayudhi,@DokterTifa kalo anda sendiri sudah vaksin dan booster covid 19 ? atau anda termasuk kaum Kadrun yg mengharamkan vaksin tapi menghalalkan paham tolak sholat jenazah ke muslim yang pro Ahok ?,0
8/25/2022 3:16,Jie📌Jastip Daiso Korea,@Askrlfess Kalo kamu udah booster nggak perlu nunjukin lagi nanti tertera kok di tiketnya kamu dah vaksin berapa,1
8/25/2022 3:34,Permatasari Nova 66,@MbauNinda Lakukan vaksin lengkap/booster ,1
8/25/2022 3:34,Nurul.Moein,@PositivCovid amAn loh vaksin booster gaess,1
8/25/2022 3:54,pur ipung rumudi,RT @GratisTerbaik: Anda butuh amunisi untuk menolak vaksin/booster Covid? Anda ingin menghancurkan omongan goblok oleh anggota sekte Covid,0
8/25/2022 3:55,dy,Hari ini vaksin ke-4 dan baru ngeh ternyata aku dapet tiket buat second booster tuh dari bulan february https://t.co/V2c2CRkcxV,1
8/25/2022 4:32,BUMN_JAKARTA3_TERPERCAYA,Menurut Dicky booster kedua akan bermanfaat memberikan proteksi sebab penerimaan vaksin dosis ketiga atau booster pertama telah berlangsung lebih dari 4 bulan yang lalu. Kalau sudah lebih dari 4 bulan yang lalu proteksinya menurun sekali dan itu bisa di bawah 50 persen.,1
8/25/2022 4:36,titus subroto,@detikcom Bila rakyat jadi beban juga gak usah ada vaksin booster segala biar pada punah sekalian,0
8/25/2022 12:09,Gajelas,Baru juga vaksin booster udah mau divaksin lg ,1
8/25/2022 12:21,NOAH,@MINSIKbien Iya gapapa nanti aku boost pake vaksin booster ya,1
8/25/2022 12:37,🥕,Hebat banget ini badan dari vaksin dosis 1 sampe booster kedua ga pernah kipi wkwk,1
8/25/2022 12:46,ay,vaksin booster abisnya demam ga?,1
8/25/2022 12:52,Regina⑰ wts on📌,@yjhangeljh Aku booster pfizer efeknya pusing tp ga yg parah bgt sih. Vaksin 1 sama ke 2 nya sinovac~,0
8/25/2022 12:54,pika,@yjhangeljh Aku astra vaksin 1 sama 2nya. Untuk booster ya yg di sediain di tempat vaksinnya aja. aku ga demam cmn pegel aja tangannya yg bekas di suntik,1
8/25/2022 12:58,maret. // closed tf trf won co wv mercari,@yjhangeljh yg jelas pegel sampe 2 hari sih itu tangan. kalau pusing demam tuh kemarin aku gak tau ini efek booster apa efek aku kepanasan pas antri vaksin mayan lama dan berdiri. tapi kayanya buat itu bukan termasuk karna bapakku aman2 aja,1
8/25/2022 13:02,Dicky fa,@__jklmnopiaa Besok sebelum vaksin coba minum obat penurun demam buat ngurangin efek booster vaksinnya,1
8/25/2022 13:29,Jandi Mukianto,Mimin @kbrisingapura Min mau tanya: skrg kalau ke singapura harus isi MyICA? Lalu sertifikat vaksin dr pedulilindungi bisa dipakai utk menunjukkan bahwa kita sudah booster? Tq,1
8/25/2022 13:57,astrid,@bcnkwangbae @rlgxg Halo kak aku sender nya. Aku belum vaksin booster kira2 gapapa kan ya? Maaf aku baru pertama baik bis antar provinsi,1
8/25/2022 14:02,Mommy Kookie,@writaeing_ Aku sabar aku kuat udah vaksin booster ,1
8/25/2022 14:04,ais 🤯,vaksin booster sakit ga sih,1
8/25/2022 15:15,Puji Cakep,RT @ripbotttt: habis vaksin booster kok malah pingin berkemah oh mungkin ini karena efek camping kali ya.,1
8/25/2022 15:25,febti,Setelah vaksin booster meriang linu keringat dingin. Udah hampir seminggu loh ini plis.,0
8/25/2022 17:12,harmless,Udah mulai kerasa nih efek vaksin booster :),0
8/26/2022 2:21,cimcimi 🍥 cimoli🍪,@piyopikavet mostly iya dok yg pake masker bisa diitung jari. aku kerja di klinik tiap hari ada aja orang mau periksa tp gapake masker biasa argumennya: lupa buru atau udah vaksin booster ,0
8/26/2022 2:38,Berkahhanif,RT @dinagustavsson: Udah jelas vaksin mengandung bahan yang diharamkan oleh agama dan berbahaya bagi kesehatan tubuh manusia masih aja terus,0
8/26/2022 2:39,Bang Aconk,RT @SandiPrasojo1: Gaes.. Meskipun kasus covid 19 sudah menurun tetap jangan kendor jaga prokes kita ya..  Kelengahan awal dari malapetaka,1
8/26/2022 2:49,bultaoreune,vaksin 1 2 aman kenapa booster nya malah bikin meriang gini:(,0
8/26/2022 3:02,𝒕 𝒊 𝒕 𝒂 🌿,sebenernya yg bikin penetapan jam layanan booster ngga tentu tuh apa ya? dateng jam 8 katanya vaksin baru mulai jam 10. datang jam 10 katanya vaksin baru mulai jam 11 padahal ngga antri,1
8/26/2022 3:15,Serbuk Kayu,Gak ada persiapan semoga gak tepar kayak booster ke-1 lah ya soalnyakan fisik orang beda-beda tuh nah aku termasuk yang tepar banget kemarin udah kayak hidup segan mati tak mau padahal vaksin 1-2 aman-aman aja wkwk,0
8/26/2022 9:43,PMI Kota Surakarta,Adakah yang belum vaksin? 1 2 ataupun booster? #PMISolo #PMISelaluBantu #pmisolobergeraklebih,1
8/26/2022 9:49,lisa,orang orang dah vaksin smpe booster lah aku baru satu haha,1
8/26/2022 10:02,Lil Heathen,Vaksin 1 - vaksin 2 ga cukup lanjut booster 1 belum cukup lagi lanjut booster kedua selanjutnya apalagi..,1
8/26/2022 10:24,Utakandila,@_Banyoe Izin share pengalaman saya habis vaksin booster dapet pfzier 2 menit habis di suntik dada terasa senap mata kunang2 sesak jantung degupan akhirnya saya tidurin ditengah bangku tunggu vaksin. Setelah agak sadar saya minum banyak air dan keringetan,0
8/26/2022 10:41,Dea,Sekarang nonton di bioskop harus udah vaksin booster ya?,1
8/26/2022 10:44,Theaqyal,RRC walau sudah booster rakyatnya 15 milyar tetap wajib test PCR karena virus ini terus ada. Imunopatogenesis. Vaksin tidak berguna,0
8/26/2022 11:16,Luq_manlocal,@Human_B Yang saya rasa setelah vaksin booster astra saya malah mudah capek bila kena panas matahari juga setelah kena air hujan sekalipun gerimis padahal hanya muka yg kena langsung dah pilek bersin bersin. jadi kerasa gopok gitu badan ini.,0
8/26/2022 12:19,nya.,Besok vaksin booster kedua siang2. Trs malemnya jaga igd. Semangat:),1
8/27/2022 4:40,ًًbetcha~ ♥︎,@flowdaee Apalagi pas minions yg satunya pengen gue vaksin booster ,1
8/27/2022 4:57,maret. // open tf trf won co wv mercari,@istrinyascoups iya. mamaku aja gamau diajak vaksin booster ini kalau udah gini ya mau gak mau,1
8/27/2022 5:04,Sun_lv,Kalo vaksin booster sertifikatnya langsung keluar di hari itu juga gak sii?,1
8/27/2022 5:26,Imperfect__yy,vaksin malah bikin ribet bikin sakit,0
8/27/2022 5:45,anak manis,Udah S1 + vaksin booster aja masih bisa kena lagi,0
8/27/2022 6:30,Naily,alhamdulillah hari ini vaksin ke 4 booster ke 2. semoga efeknya gak kayak moderna.,1
8/27/2022 6:31,Muhammad Rosyidin,@KemenkesRI Mau vaksin booster udah nunggu satu bulan sejak vaksin LN di Approved sampai skrng tiket boosternya ga dikirim kirim chat CS kemenkes yg di WA juga ga dpt solusi bubarkan aja itu layanan masyarakat klo ga guna 50 kali chat balasannya copas sem,0
8/27/2022 7:39,Amir,@CNNIndonesia Sebenernya males bgt buat vaksin apalagi yg booster ini..pegel disuntik mulu,0
8/27/2022 7:49,Wahyu Fitrianto,Vaksin 1 & 2 sinovac. Terus kemarin booster Pfizer. Astagfirullah pegel nya ga ngotak wkwk :))),0
8/27/2022 8:48,Gouwricon,Harus status hijau Sementara itu gue yang data vaksin booster nya dah masuk : https://t.co/L3F9UWttCk,1
8/27/2022 9:29,haru,Nah pas kontrol itu pihak rs/puskesmas nyuruh pamanku ini buat vaksin booster. Yg di mana setahuku vaksin di peruntukkan buat orang dalam kondisi sehat.,1
8/27/2022 9:30,haru,Orang sehat aja sebelum vaksin masih harus di cek dulu kondisi tubuhnya. Mulai dari riwayat penyakit tensi darah dll. Tapi pamanku ini malah di suruh vaksin booster,1
8/27/2022 9:31,haru,Hari senin lalu pamanku kontrol sekaligus suntik vaksin booster. Dan hari ini badha ashar pamanku meninggal dunia.,1
8/27/2022 10:13,WURI,@SunFlowe_35 Aku sih aman waktu vaksin 1 dan 2 pas suamiku booster aku lg covid dia nular covid juga Makanya aku jd takut,1
8/27/2022 10:19,Arum Puspitasari,Habis vaksin booster badanku berasa dipukulin orang alias pegel banget !!!! ,0
8/27/2022 10:22,‎S,Vaksin booster adalah alasan buat bisa pergi di hari Sabtu @babigunung11 https://t.co/oNLuxe0yF8,1
8/27/2022 11:27,adeknya minhyuk,@convomfs Mending gue vaksin booster atau ikut perkenalan organisasi?,1
8/27/2022 11:59,-`,@alphashioriF1 Pas udah ngantri antriannya ternyata panjang seperti vaksin booster ,1
8/27/2022 13:48,Andi Mahardika,Kalau begini pemikirannya Vaksin COVID bisa lanjut terus sampai 100 kali Mau sampai kapan ini bangunnya kecerdasan rakyat  Mau sampai kapan Para Dokter akhirnya sadar dari halusinasi perlindungan Vaksin. Btw segala Presiden Menteri Gubernur pada booster ngga tuh? Yak..,0
8/27/2022 14:06,haru,@balleyta Bukan malpraktek kok kak sebenernya rs tempat berobat udah lama berdiri dan ada izin resmi. Mungkin karena kelalaian pihak medis atau karena emang kurangnya informasi yg kami miliki terkait vaksin booster jadi boomerang buat keluarga kami.,1
8/27/2022 14:50,#SaveIndianMuslims #SaveUyghur #SavePalestine,@anjarsaurus Sharing saya setelah vaksin booster otot leher kiri sering pegal. Awalnya setengah jam setelah vaksin tetiba pundak kiri terasa bak terkilir bahkan saat ngaca pundak kiri lebih tinggi dari pundak kanan. Lalu saya coba renggangkan pakai minyak,0
8/27/2022 15:01,JPNN.com,Vaksinasi yang diberikan kepada peserta diutamakan vaksin booster namun tetap melayani peserta yang datang untuk mendapatkan vaksinasi pertama dan kedua. #PTPNXIV https://t.co/TEGdIZ8qhs,1
8/27/2022 15:24,Hah ?,Vaksin booster kampret. Ngapain sih pake sok ngide mau booster boosteran mo jadi ultramen apa gimana sih ini,0
8/27/2022 16:56,nanananana,@yo2thok jujur awalnya aku gak percaya konspirasi yg bilang vaksin covid 19 ini bahaya dan merugikan sekarang aku percaya itu. seharusnya kalo kita habis vaksin kemungkinan terkena covid kecil kan tapi apa saya udah vaksin masih aja positif temen saya uda,0
8/29/2022 2:51,Sandi Prasojo,Kalau masalah kesehatan janganlah coba-coba apalagi tawar menawar apalagi terkait kasus covid19 sudahlah.. Mengikuti alur prokes dan vaksin booster insya allah aman dan sehat.  #LengkapiBoosterTerapkanProkes Salam sehat selalu sobat NKRI https://t.co/4UjOmGhR82,1
8/29/2022 2:55,Antoni Lubis,@sebarberitacov mau vaksin booster takutnya di ajak pulang kampung ke lampung sama mama mertua. hehehehehe #EndemiCovid #IndonesiaSehatIndonesiaHebat,1
8/29/2022 2:59,jiel,abis vaksin booster malah tepar ,0
8/29/2022 4:50,DHRW,Itu bukan circle kita sih. Lu aja yg goblok dan buta. Makanya minim informasi. Btw para nakes semenjak divaksin booster 2 jg banyak yg bikin cuitan nyesel vaksin,0
8/29/2022 6:39,Agatha,@ssefnum astrazeneca parah bgt aku waktu booster 1 pake itu besoknya gakuat bangun lemes bgt dan bawaannya ngantuk terus! kemaren booster 2 pake pfizer cuma ngantuk doang abis vaksin tapi gak kenapa kenapa terusannya,0
8/29/2022 7:13,😔,@FWBESS gua 2x + booster ga ada efek samping sama sekali sampe nethink ini beneran vaksin apa bukan yang disuntikin ,1
8/29/2022 7:36,Acaa🧚🏻‍♀️,@FWBESS gue vaksin 1-2 + booster alhamdulillah ga kenapa-kenapa cuma pegel doang sihh tangan.,1
8/29/2022 8:01,Rere,Capek liat reply-an jelas2 tertulis WAJIB SUDAH VAKSIN BOOSTER SYARAT ANTIGEN & RT-PCR DIHAPUS. Eh masih nanya pula Yang baru vaksin ke 2 gimana min Yang belom vaksin gimana min dll. Orang Indonesia emang sebegitu rendah minat membacanya ya. https://t.co/EK8NR4y64c,1
8/29/2022 8:46,goendoeng pgk,@CNNIndonesia Mohon penjelasan Ahli Imunologi Kalau sudah pernah Positif Covid 19 apakah perlu vaksin booster? Mana yang lebih signifikan pembentukkan Antibodynya setelah vaksin atau setelah terinpeksi virus Covid?,1
8/29/2022 9:02,monti anggoro putro,biarpun gue uda vaksin booster.. tetep aja ga bisa jalan2 naik pesawat.. pengen naik kereta jarak jauh gitu.. tapi kemana ya enaknya?,1
8/29/2022 9:19,Untung Beriman,@BosTemlen Ayo di pilih selagi stok masih ada. Apakah dg di vaksin & booster akan menjamin org akan sehat? Ingat Mike Tyson,1
8/29/2022 9:44,Miraine ☾*‧₊,@not_kaedehara Aku belom booster sih  tapi pas vaksin pertama sama kedua pake sinovac yang pertama ngga ada sakit cuma ngantuk sama capek tapi yang kedua sakit di tangannya. Jadi takut pas booster makin sakit ,1
8/29/2022 10:10,Adelia Tiarasany,Untung beberapa hari lagi jadwal gue buat vaksin booster jadi gampang untuk mengurus administrasi atau kalo mau kemana2. Heuheu. Amaaannn~ https://t.co/Uo82OwVtLg,1
8/29/2022 11:08,Lala,Besok aku mau booster gais. Doain moga aku ga tumbang habis di vaksin yaa huhu ,1
8/29/2022 11:32,지한,Bener bener ya peraturan terbang sekarang. Dari vaksin 2 ke booster kan harus ada jeda. Lah ini masih dalam waktu jeda harus berangkat tp peraturan baru bilang gak bisa berangkat krn hrs booster dulu. Hadeh @kemenhub151 @KemenkesRI,1
8/29/2022 11:34,IDN Times,Masih wajib vaksin booster? https://t.co/kMA4exSJvT,1
8/29/2022 11:38,🦋,@angkasapura172 min bagaimana untuk aturan pelaku perjalanan luar negeri min (Malaysia) ? Apakah wajib booster juga? Bagaimana jika jarak vaksin 2 ke 3 belum sampai 3 bulan? Apakah perlu pcr?,1
8/29/2022 11:46,Nam,@lionairgroup Enak ya jadi WNA vaksin cuma 2 kali udah bisa diakui. Lah di sini sampai booster berjilid jilid. Itu vaksin apa novel sih?,1
8/29/2022 11:52,budi utama,@contactap2 Saya sudah beli tiket sebelum aturan ini berlaku min istri saya baru sampai vaksin 2 bulan lalu blm bisa booster karena nunggu 3 bulan apa bisa dengan surat keterangan dr dokter tadi? Mohon dijawab karena aturan yg terus berubah2 merugikan say,1
8/29/2022 11:52,Shen // Nat,@renjunbase Ayo serang saya dek saya nggak takut saya udah vaksin booster,1
8/29/2022 11:53,Diah Febrina,@sandalhermesss Yaah..... Booster jg akhirnya ini. Padahal udah berusaha utk ga mau vaksin vaksin lagi ,0
8/29/2022 12:21,riri.,cari kerja terhalang sertifikat vaksin booster,1
8/29/2022 12:37,ecotraveller.id,@kuramalovers wajib vaksin booster skrg kalau cm dosis 1 sm 2 gak blh bepergian jauh,1
8/29/2022 12:49,Alcaa•• k•ia,@jiminijel Gue juga belum vaksin booster tapi untungnya gue gak wajib vaksin booster,1
8/29/2022 12:52,W i n n i 🌻,Lengan masih pegal karna vaksin Booster 2. Mudahan gak KIPI ,1
8/29/2022 13:12,Ran,Habis vaksin booster 2 badanku rasanya linu-linu sama lemes. Hawanya lagi dingin pula. Jadi gak bisa bedain ini cuma kedinginan atau demam. ,0
8/29/2022 13:20,Saras 🌔,Efek haid sama efek selesai vaksin booster ke 2 lbh parah haid huhu,0
8/29/2022 13:42,Vermilia,"@yaandrian7gmai1 Makin banyak aja penyakit aneh pasca booster dan orang2 tetep denial apalagi ketua komnas KIPI selalu menyangkal dengan kalimat ""itu kebetulan"". Butuh berapa ribu korban untuk dibilang bukan kebetulan? https://t.co/6SKHQX0VWu",0
8/29/2022 13:53,Harmoko ,yuk bisa tidur cepat besok vaksin booster ,1
8/29/2022 14:01,UMSfess,guys rencana mau vaksin booster emang beda jenis vaksin beda dampaknya kah? soalnya ada yg maunya vaksin jenis2 tertentu doang ?,1
8/29/2022 14:15,pengen kaya raya,Baru sadar aku vaksin booster aja belum ini udah ada vaksin booster kedua,1
8/29/2022 14:15,Republika.co.id,Jenis vaksin yang digunakan dalam vaksin booster dosis kedua bagi nakes adalah pfizer https://t.co/fvm2nOHES2,1
8/29/2022 14:44,RENIEKA,@StopPlandemit Utk vaksin & booster belum.. krn udah lihat teman2 nya yg duluan vaksin ga ada yg selamat,0
8/29/2022 15:08,Chica,habis vaksin booster bawaan pengen rebahan mulu ya,1
8/29/2022 15:16,ㅊ,"kmrn pas tmn abs booster vaksin ke-3 lengannya bengkak trs lg break makan siang pas lg cerita2 kocak lah aku malah 5x mukul lengannya yg bengkak itu sampe dia blg ""sekali lg mukul dpt piring cantik km"" wkwk kasian tp aku reflek bgt gasadar siapa suruh duduk disebelahku",1
8/30/2022 1:28,Harum Masihku,@drpriono1 Numpang tanya dokter kenapa wna syaratnya cuma vaksin ke 2 tidak booster? Apa bedanya dgn wni?,1
8/30/2022 1:32,Andi,@budakbillgates Negara Yg menciptakan vaksin aja warganya jarang yg vaksin klopun ada jarang yg booster. Kadang merasa kita dibodohi dijadikan pasar buat jualan vaksin tp merasa bangga.,0
8/30/2022 1:40,.,akhirnya udah vaksin booster wkwk,1
8/30/2022 1:46,Go go porenjesss,@ProfesorZubairi Yang saya pelajari bahwa divaksin covid 2 kali tapi masih saja bisa terinfeksi covid lagi. Disuruh vaksin yg booster udah ga mau lagi,0
8/30/2022 2:16,LVR,Gila ya sekarang apa2 dipersulit:) mau naik kendaraan umum perjalanan jauh gak bisa kalau gak vaksin booster. Trus bgaimana dgn org2 yg gak bisa vaksin karena sakit??,0
8/30/2022 4:37,a,Vaksin 1&2 pfizer aku ga knp knp tp pas booster pfizer aku demam seharian njir mana palaku pusing bat,0
