,Date,Username,Komen,Label,clean,case_folding,Tokenizing,Stopword,Hasil
488,8/29/2022 8:46,goendoeng pgk,@CNNIndonesia Mohon penjelasan Ahli Imunologi Kalau sudah pernah Positif Covid 19 apakah perlu vaksin booster? Mana yang lebih signifikan pembentukkan Antibodynya setelah vaksin atau setelah terinpeksi virus Covid?,1,Mohon penjelasan Ahli Imunologi Kalau sudah pernah Positif Covid apakah perlu vaksin booster Mana yang lebih signifikan pembentukkan Antibodynya setelah vaksin atau setelah terinpeksi virus Covid,mohon penjelasan ahli imunologi kalau sudah pernah positif covid apakah perlu vaksin booster mana yang lebih signifikan pembentukkan antibodynya setelah vaksin atau setelah terinpeksi virus covid,"['mohon', 'penjelasan', 'ahli', 'imunologi', 'kalau', 'sudah', 'pernah', 'positif', 'covid', 'apakah', 'perlu', 'vaksin', 'booster', 'mana', 'yang', 'lebih', 'signifikan', 'pembentukkan', 'antibodynya', 'setelah', 'vaksin', 'atau', 'setelah', 'terinpeksi', 'virus', 'covid']","['mohon', 'penjelasan', 'ahli', 'imunologi', 'positif', 'covid', 'vaksin', 'booster', 'signifikan', 'pembentukkan', 'antibodynya', 'vaksin', 'terinpeksi', 'virus', 'covid']",mohon jelas ahli imunologi positif covid vaksin booster signifikan bentuk antibodynya vaksin terinpeksi virus covid
489,8/29/2022 9:02,monti anggoro putro,biarpun gue uda vaksin booster.. tetep aja ga bisa jalan2 naik pesawat.. pengen naik kereta jarak jauh gitu.. tapi kemana ya enaknya?,1,biarpun gue uda vaksin booster tetep aja ga bisa jalan naik pesawat pengen naik kereta jarak jauh gitu tapi kemana ya enaknya,biarpun gue uda vaksin booster tetep aja ga bisa jalan naik pesawat pengen naik kereta jarak jauh gitu tapi kemana ya enaknya,"['biarpun', 'gue', 'sudah', 'vaksin', 'booster', 'tetap', 'saja', 'enggak', 'bisa', 'jalan', 'naik', 'pesawat', 'pengin', 'naik', 'kereta', 'jarak', 'jauh', 'begitu', 'tapi', 'kemana', 'ya', 'enaknya']","['biarpun', 'gue', 'vaksin', 'booster', 'jalan', 'pesawat', 'pengin', 'kereta', 'jarak', 'kemana', 'ya', 'enaknya']",biarpun gue vaksin booster jalan pesawat pengin kereta jarak mana ya enak
490,8/29/2022 9:19,Untung Beriman,@BosTemlen Ayo di pilih selagi stok masih ada. Apakah dg di vaksin & booster akan menjamin org akan sehat? Ingat Mike Tyson,1,Ayo di pilih selagi stok masih ada Apakah dg di vaksin  booster akan menjamin org akan sehat Ingat Mike Tyson,ayo di pilih selagi stok masih ada apakah dg di vaksin  booster akan menjamin org akan sehat ingat mike tyson,"['ayo', 'di', 'pilih', 'selagi', 'stok', 'masih', 'ada', 'apakah', 'dengan', 'di', 'vaksin', 'booster', 'akan', 'menjamin', 'orang', 'akan', 'sehat', 'ingat', 'mike', 'tyson']","['ayo', 'pilih', 'selagi', 'stok', 'vaksin', 'booster', 'menjamin', 'orang', 'sehat', 'mike', 'tyson']",ayo pilih selagi stok vaksin booster jamin orang sehat mike tyson
491,8/29/2022 9:44,Miraine ☾*‧₊,@not_kaedehara Aku belom booster sih  tapi pas vaksin pertama sama kedua pake sinovac yang pertama ngga ada sakit cuma ngantuk sama capek tapi yang kedua sakit di tangannya. Jadi takut pas booster makin sakit ,1,Aku belom booster sih tapi pas vaksin pertama sama kedua pake sinovac yang pertama ngga ada sakit cuma ngantuk sama capek tapi yang kedua sakit di tangannya Jadi takut pas booster makin sakit,aku belom booster sih tapi pas vaksin pertama sama kedua pake sinovac yang pertama ngga ada sakit cuma ngantuk sama capek tapi yang kedua sakit di tangannya jadi takut pas booster makin sakit,"['aku', 'belum', 'booster', 'sih', 'tapi', 'pas', 'vaksin', 'pertama', 'sama', 'kedua', 'pakai', 'sinovac', 'yang', 'pertama', 'enggak', 'ada', 'sakit', 'cuma', 'ngantuk', 'sama', 'capek', 'tapi', 'yang', 'kedua', 'sakit', 'di', 'tangannya', 'jadi', 'takut', 'pas', 'booster', 'makin', 'sakit']","['booster', 'sih', 'pas', 'vaksin', 'pakai', 'sinovac', 'sakit', 'ngantuk', 'capek', 'sakit', 'tangannya', 'takut', 'pas', 'booster', 'sakit']",booster sih pas vaksin pakai sinovac sakit ngantuk capek sakit tangan takut pas booster sakit
492,8/29/2022 10:10,Adelia Tiarasany,Untung beberapa hari lagi jadwal gue buat vaksin booster jadi gampang untuk mengurus administrasi atau kalo mau kemana2. Heuheu. Amaaannn~ https://t.co/Uo82OwVtLg,1,Untung beberapa hari lagi jadwal gue buat vaksin booster jadi gampang untuk mengurus administrasi atau kalo mau kemana Heuheu Amaaannn,untung beberapa hari lagi jadwal gue buat vaksin booster jadi gampang untuk mengurus administrasi atau kalo mau kemana heuheu amaaannn,"['untung', 'beberapa', 'hari', 'lagi', 'jadwal', 'gue', 'buat', 'vaksin', 'booster', 'jadi', 'gampang', 'untuk', 'mengurus', 'administrasi', 'atau', 'kalo', 'mau', 'kemana', 'heuheu', 'amaaannn']","['untung', 'jadwal', 'gue', 'vaksin', 'booster', 'gampang', 'mengurus', 'administrasi', 'kalo', 'kemana', 'heuheu', 'amaaannn']",untung jadwal gue vaksin booster gampang urus administrasi kalo mana heuheu amaaannn
493,8/29/2022 11:08,Lala,Besok aku mau booster gais. Doain moga aku ga tumbang habis di vaksin yaa huhu ,1,Besok aku mau booster gais Doain moga aku ga tumbang habis di vaksin yaa huhu,besok aku mau booster gais doain moga aku ga tumbang habis di vaksin yaa huhu,"['besok', 'aku', 'mau', 'booster', 'gais', 'doain', 'moga', 'aku', 'enggak', 'tumbang', 'habis', 'di', 'vaksin', 'ya', 'huhu']","['besok', 'booster', 'gais', 'doain', 'moga', 'tumbang', 'habis', 'vaksin', 'ya', 'huhu']",besok booster gais doain moga tumbang habis vaksin ya huhu
494,8/29/2022 11:32,지한,Bener bener ya peraturan terbang sekarang. Dari vaksin 2 ke booster kan harus ada jeda. Lah ini masih dalam waktu jeda harus berangkat tp peraturan baru bilang gak bisa berangkat krn hrs booster dulu. Hadeh @kemenhub151 @KemenkesRI,1,Bener bener ya peraturan terbang sekarang Dari vaksin ke booster kan harus ada jeda Lah ini masih dalam waktu jeda harus berangkat tp peraturan baru bilang gak bisa berangkat krn hrs booster dulu Hadeh,bener bener ya peraturan terbang sekarang dari vaksin ke booster kan harus ada jeda lah ini masih dalam waktu jeda harus berangkat tp peraturan baru bilang gak bisa berangkat krn hrs booster dulu hadeh,"['benar', 'benar', 'ya', 'peraturan', 'terbang', 'sekarang', 'dari', 'vaksin', 'ke', 'booster', 'kan', 'harus', 'ada', 'jeda', 'lah', 'ini', 'masih', 'dalam', 'waktu', 'jeda', 'harus', 'berangkat', 'tapi', 'peraturan', 'baru', 'bilang', 'enggak', 'bisa', 'berangkat', 'karena', 'harus', 'booster', 'dulu', 'hadeh']","['ya', 'peraturan', 'terbang', 'vaksin', 'booster', 'jeda', 'jeda', 'berangkat', 'peraturan', 'bilang', 'berangkat', 'booster', 'hadeh']",ya atur terbang vaksin booster jeda jeda berangkat atur bilang berangkat booster hadeh
495,8/29/2022 11:34,IDN Times,Masih wajib vaksin booster? https://t.co/kMA4exSJvT,1,Masih wajib vaksin booster,masih wajib vaksin booster,"['masih', 'wajib', 'vaksin', 'booster']","['wajib', 'vaksin', 'booster']",wajib vaksin booster
496,8/29/2022 11:38,🦋,@angkasapura172 min bagaimana untuk aturan pelaku perjalanan luar negeri min (Malaysia) ? Apakah wajib booster juga? Bagaimana jika jarak vaksin 2 ke 3 belum sampai 3 bulan? Apakah perlu pcr?,1,min bagaimana untuk aturan pelaku perjalanan luar negeri min Malaysia  Apakah wajib booster juga Bagaimana jika jarak vaksin ke belum sampai bulan Apakah perlu pcr,min bagaimana untuk aturan pelaku perjalanan luar negeri min malaysia  apakah wajib booster juga bagaimana jika jarak vaksin ke belum sampai bulan apakah perlu pcr,"['min', 'bagaimana', 'untuk', 'aturan', 'pelaku', 'perjalanan', 'luar', 'negeri', 'min', 'malaysia', 'apakah', 'wajib', 'booster', 'juga', 'bagaimana', 'jika', 'jarak', 'vaksin', 'ke', 'belum', 'sampai', 'bulan', 'apakah', 'perlu', 'pcr']","['min', 'aturan', 'pelaku', 'perjalanan', 'negeri', 'min', 'malaysia', 'wajib', 'booster', 'jarak', 'vaksin', 'pcr']",min atur laku jalan negeri min malaysia wajib booster jarak vaksin pcr
497,8/29/2022 11:46,Nam,@lionairgroup Enak ya jadi WNA vaksin cuma 2 kali udah bisa diakui. Lah di sini sampai booster berjilid jilid. Itu vaksin apa novel sih?,1,Enak ya jadi WNA vaksin cuma kali udah bisa diakui Lah di sini sampai booster berjilid jilid Itu vaksin apa novel sih,enak ya jadi wna vaksin cuma kali udah bisa diakui lah di sini sampai booster berjilid jilid itu vaksin apa novel sih,"['enak', 'ya', 'jadi', 'wna', 'vaksin', 'cuma', 'kali', 'sudah', 'bisa', 'diakui', 'lah', 'di', 'sini', 'sampai', 'booster', 'berjilid', 'jilid', 'itu', 'vaksin', 'apa', 'novel', 'sih']","['enak', 'ya', 'wna', 'vaksin', 'kali', 'diakui', 'booster', 'berjilid', 'jilid', 'vaksin', 'novel', 'sih']",enak ya wna vaksin kali aku booster jilid jilid vaksin novel sih
498,8/29/2022 11:52,budi utama,@contactap2 Saya sudah beli tiket sebelum aturan ini berlaku min istri saya baru sampai vaksin 2 bulan lalu blm bisa booster karena nunggu 3 bulan apa bisa dengan surat keterangan dr dokter tadi? Mohon dijawab karena aturan yg terus berubah2 merugikan say,1,Saya sudah beli tiket sebelum aturan ini berlaku min istri saya baru sampai vaksin bulan lalu blm bisa booster karena nunggu bulan apa bisa dengan surat keterangan dr dokter tadi Mohon dijawab karena aturan yg terus berubah merugikan say,saya sudah beli tiket sebelum aturan ini berlaku min istri saya baru sampai vaksin bulan lalu blm bisa booster karena nunggu bulan apa bisa dengan surat keterangan dr dokter tadi mohon dijawab karena aturan yg terus berubah merugikan say,"['saya', 'sudah', 'beli', 'tiket', 'sebelum', 'aturan', 'ini', 'berlaku', 'min', 'istri', 'saya', 'baru', 'sampai', 'vaksin', 'bulan', 'lalu', 'belum', 'bisa', 'booster', 'karena', 'menunggu', 'bulan', 'apa', 'bisa', 'dengan', 'surat', 'keterangan', 'dari', 'dokter', 'tadi', 'mohon', 'dijawab', 'karena', 'aturan', 'yang', 'terus', 'berubah', 'merugikan', 'sayang']","['beli', 'tiket', 'aturan', 'berlaku', 'min', 'istri', 'vaksin', 'booster', 'menunggu', 'surat', 'keterangan', 'dokter', 'mohon', 'aturan', 'berubah', 'merugikan', 'sayang']",beli tiket atur laku min istri vaksin booster tunggu surat terang dokter mohon atur ubah rugi sayang
499,8/29/2022 11:52,Shen // Nat,@renjunbase Ayo serang saya dek saya nggak takut saya udah vaksin booster,1,Ayo serang saya dek saya nggak takut saya udah vaksin booster,ayo serang saya dek saya nggak takut saya udah vaksin booster,"['ayo', 'serang', 'saya', 'dek', 'saya', 'enggak', 'takut', 'saya', 'sudah', 'vaksin', 'booster']","['ayo', 'serang', 'dek', 'takut', 'vaksin', 'booster']",ayo serang dek takut vaksin booster
500,8/29/2022 11:53,Diah Febrina,@sandalhermesss Yaah..... Booster jg akhirnya ini. Padahal udah berusaha utk ga mau vaksin vaksin lagi ,0,Yaah Booster jg akhirnya ini Padahal udah berusaha utk ga mau vaksin vaksin lagi,yaah booster jg akhirnya ini padahal udah berusaha utk ga mau vaksin vaksin lagi,"['ya', 'booster', 'juga', 'akhirnya', 'ini', 'padahal', 'sudah', 'berusaha', 'untuk', 'enggak', 'mau', 'vaksin', 'vaksin', 'lagi']","['ya', 'booster', 'berusaha', 'vaksin', 'vaksin']",ya booster usaha vaksin vaksin
501,8/29/2022 12:21,riri.,cari kerja terhalang sertifikat vaksin booster,1,cari kerja terhalang sertifikat vaksin booster,cari kerja terhalang sertifikat vaksin booster,"['cari', 'kerja', 'terhalang', 'sertifikat', 'vaksin', 'booster']","['cari', 'kerja', 'terhalang', 'sertifikat', 'vaksin', 'booster']",cari kerja halang sertifikat vaksin booster
502,8/29/2022 12:37,ecotraveller.id,@kuramalovers wajib vaksin booster skrg kalau cm dosis 1 sm 2 gak blh bepergian jauh,1,wajib vaksin booster skrg kalau cm dosis sm gak blh bepergian jauh,wajib vaksin booster skrg kalau cm dosis sm gak blh bepergian jauh,"['wajib', 'vaksin', 'booster', 'sekarang', 'kalau', 'cuma', 'dosis', 'sama', 'enggak', 'boleh', 'bepergian', 'jauh']","['wajib', 'vaksin', 'booster', 'dosis', 'bepergian']",wajib vaksin booster dosis pergi
503,8/29/2022 12:49,Alcaa•• k•ia,@jiminijel Gue juga belum vaksin booster tapi untungnya gue gak wajib vaksin booster,1,Gue juga belum vaksin booster tapi untungnya gue gak wajib vaksin booster,gue juga belum vaksin booster tapi untungnya gue gak wajib vaksin booster,"['gue', 'juga', 'belum', 'vaksin', 'booster', 'tapi', 'untungnya', 'gue', 'enggak', 'wajib', 'vaksin', 'booster']","['gue', 'vaksin', 'booster', 'untungnya', 'gue', 'wajib', 'vaksin', 'booster']",gue vaksin booster untung gue wajib vaksin booster
504,8/29/2022 12:52,W i n n i 🌻,Lengan masih pegal karna vaksin Booster 2. Mudahan gak KIPI ,1,Lengan masih pegal karna vaksin Booster  Mudahan gak KIPI,lengan masih pegal karna vaksin booster  mudahan gak kipi,"['lengan', 'masih', 'pegal', 'karena', 'vaksin', 'booster', 'mudahan', 'enggak', 'kipi']","['lengan', 'pegal', 'vaksin', 'booster', 'mudahan', 'kipi']",lengan pegal vaksin booster mudah kipi
505,8/29/2022 13:12,Ran,Habis vaksin booster 2 badanku rasanya linu-linu sama lemes. Hawanya lagi dingin pula. Jadi gak bisa bedain ini cuma kedinginan atau demam. ,0,Habis vaksin booster badanku rasanya linulinu sama lemes Hawanya lagi dingin pula Jadi gak bisa bedain ini cuma kedinginan atau demam,habis vaksin booster badanku rasanya linulinu sama lemes hawanya lagi dingin pula jadi gak bisa bedain ini cuma kedinginan atau demam,"['habis', 'vaksin', 'booster', 'badanku', 'rasanya', 'linulinu', 'sama', 'lemes', 'hawanya', 'lagi', 'dingin', 'pula', 'jadi', 'enggak', 'bisa', 'membedakan', 'ini', 'cuma', 'kedinginan', 'atau', 'demam']","['habis', 'vaksin', 'booster', 'badanku', 'linulinu', 'lemes', 'hawanya', 'dingin', 'membedakan', 'kedinginan', 'demam']",habis vaksin booster badan linulinu lemes hawa dingin beda dingin demam
506,8/29/2022 13:20,Saras 🌔,Efek haid sama efek selesai vaksin booster ke 2 lbh parah haid huhu,0,Efek haid sama efek selesai vaksin booster ke lbh parah haid huhu,efek haid sama efek selesai vaksin booster ke lbh parah haid huhu,"['efek', 'haid', 'sama', 'efek', 'selesai', 'vaksin', 'booster', 'ke', 'lebih', 'parah', 'haid', 'huhu']","['efek', 'haid', 'efek', 'selesai', 'vaksin', 'booster', 'parah', 'haid', 'huhu']",efek haid efek selesai vaksin booster parah haid huhu
507,8/29/2022 13:42,Vermilia,"@yaandrian7gmai1 Makin banyak aja penyakit aneh pasca booster dan orang2 tetep denial apalagi ketua komnas KIPI selalu menyangkal dengan kalimat ""itu kebetulan"". Butuh berapa ribu korban untuk dibilang bukan kebetulan? https://t.co/6SKHQX0VWu",0,Makin banyak aja penyakit aneh pasca booster dan orang tetep denial apalagi ketua komnas KIPI selalu menyangkal dengan kalimat itu kebetulan Butuh berapa ribu korban untuk dibilang bukan kebetulan,makin banyak aja penyakit aneh pasca booster dan orang tetep denial apalagi ketua komnas kipi selalu menyangkal dengan kalimat itu kebetulan butuh berapa ribu korban untuk dibilang bukan kebetulan,"['makin', 'banyak', 'saja', 'penyakit', 'aneh', 'pasca', 'booster', 'dan', 'orang', 'tetap', 'denial', 'apalagi', 'ketua', 'komnas', 'kipi', 'selalu', 'menyangkal', 'dengan', 'kalimat', 'itu', 'kebetulan', 'butuh', 'berapa', 'ribu', 'korban', 'untuk', 'dibilang', 'bukan', 'kebetulan']","['penyakit', 'aneh', 'pasca', 'booster', 'orang', 'denial', 'ketua', 'komnas', 'kipi', 'menyangkal', 'kalimat', 'butuh', 'ribu', 'korban', 'dibilang']",sakit aneh pasca booster orang denial ketua komnas kipi sangkal kalimat butuh ribu korban bilang
508,8/29/2022 13:53,Harmoko ,yuk bisa tidur cepat besok vaksin booster ,1,yuk bisa tidur cepat besok vaksin booster,yuk bisa tidur cepat besok vaksin booster,"['yuk', 'bisa', 'tidur', 'cepat', 'besok', 'vaksin', 'booster']","['yuk', 'tidur', 'cepat', 'besok', 'vaksin', 'booster']",yuk tidur cepat besok vaksin booster
509,8/29/2022 14:01,UMSfess,guys rencana mau vaksin booster emang beda jenis vaksin beda dampaknya kah? soalnya ada yg maunya vaksin jenis2 tertentu doang ?,1,guys rencana mau vaksin booster emang beda jenis vaksin beda dampaknya kah soalnya ada yg maunya vaksin jenis tertentu doang ,guys rencana mau vaksin booster emang beda jenis vaksin beda dampaknya kah soalnya ada yg maunya vaksin jenis tertentu doang ,"['guys', 'rencana', 'mau', 'vaksin', 'booster', 'memang', 'beda', 'jenis', 'vaksin', 'beda', 'dampaknya', 'kah', 'soalnya', 'ada', 'yang', 'maunya', 'vaksin', 'jenis', 'tertentu', 'doang']","['guys', 'rencana', 'vaksin', 'booster', 'beda', 'jenis', 'vaksin', 'beda', 'dampaknya', 'kah', 'maunya', 'vaksin', 'jenis', 'doang']",guys rencana vaksin booster beda jenis vaksin beda dampak kah mau vaksin jenis doang
510,8/29/2022 14:15,pengen kaya raya,Baru sadar aku vaksin booster aja belum ini udah ada vaksin booster kedua,1,Baru sadar aku vaksin booster aja belum ini udah ada vaksin booster kedua,baru sadar aku vaksin booster aja belum ini udah ada vaksin booster kedua,"['baru', 'sadar', 'aku', 'vaksin', 'booster', 'saja', 'belum', 'ini', 'sudah', 'ada', 'vaksin', 'booster', 'kedua']","['sadar', 'vaksin', 'booster', 'vaksin', 'booster']",sadar vaksin booster vaksin booster
511,8/29/2022 14:15,Republika.co.id,Jenis vaksin yang digunakan dalam vaksin booster dosis kedua bagi nakes adalah pfizer https://t.co/fvm2nOHES2,1,Jenis vaksin yang digunakan dalam vaksin booster dosis kedua bagi nakes adalah pfizer,jenis vaksin yang digunakan dalam vaksin booster dosis kedua bagi nakes adalah pfizer,"['jenis', 'vaksin', 'yang', 'digunakan', 'dalam', 'vaksin', 'booster', 'dosis', 'kedua', 'bagi', 'nakes', 'adalah', 'pfizer']","['jenis', 'vaksin', 'vaksin', 'booster', 'dosis', 'nakes', 'pfizer']",jenis vaksin vaksin booster dosis nakes pfizer
512,8/29/2022 14:44,RENIEKA,@StopPlandemit Utk vaksin & booster belum.. krn udah lihat teman2 nya yg duluan vaksin ga ada yg selamat,0,Utk vaksin  booster belum krn udah lihat teman nya yg duluan vaksin ga ada yg selamat,utk vaksin  booster belum krn udah lihat teman nya yg duluan vaksin ga ada yg selamat,"['untuk', 'vaksin', 'booster', 'belum', 'karena', 'sudah', 'lihat', 'teman', 'nya', 'yang', 'duluan', 'vaksin', 'enggak', 'ada', 'yang', 'selamat']","['vaksin', 'booster', 'lihat', 'teman', 'nya', 'duluan', 'vaksin', 'selamat']",vaksin booster lihat teman nya duluan vaksin selamat
513,8/29/2022 15:08,Chica,habis vaksin booster bawaan pengen rebahan mulu ya,1,habis vaksin booster bawaan pengen rebahan mulu ya,habis vaksin booster bawaan pengen rebahan mulu ya,"['habis', 'vaksin', 'booster', 'bawaan', 'pengin', 'rebahan', 'mulu', 'ya']","['habis', 'vaksin', 'booster', 'bawaan', 'pengin', 'rebahan', 'mulu', 'ya']",habis vaksin booster bawa pengin rebah mulu ya
514,8/29/2022 15:16,ㅊ,"kmrn pas tmn abs booster vaksin ke-3 lengannya bengkak trs lg break makan siang pas lg cerita2 kocak lah aku malah 5x mukul lengannya yg bengkak itu sampe dia blg ""sekali lg mukul dpt piring cantik km"" wkwk kasian tp aku reflek bgt gasadar siapa suruh duduk disebelahku",1,kmrn pas tmn abs booster vaksin ke lengannya bengkak trs lg break makan siang pas lg cerita kocak lah aku malah x mukul lengannya yg bengkak itu sampe dia blg sekali lg mukul dpt piring cantik km wkwk kasian tp aku reflek bgt gasadar siapa suruh duduk disebelahku,kmrn pas tmn abs booster vaksin ke lengannya bengkak trs lg break makan siang pas lg cerita kocak lah aku malah x mukul lengannya yg bengkak itu sampe dia blg sekali lg mukul dpt piring cantik km wkwk kasian tp aku reflek bgt gasadar siapa suruh duduk disebelahku,"['kemarin', 'pas', 'teman', 'habis', 'booster', 'vaksin', 'ke', 'lengannya', 'bengkak', 'terus', 'lagi', 'break', 'makan', 'siang', 'pas', 'lagi', 'cerita', 'kocak', 'lah', 'aku', 'malah', 'kali', 'mukul', 'lengannya', 'yang', 'bengkak', 'itu', 'sampai', 'dia', 'bilang', 'sekali', 'lagi', 'mukul', 'dapat', 'piring', 'cantik', 'kamu', 'wkwk', 'kasihan', 'tapi', 'aku', 'reflek', 'banget', 'gasadar', 'siapa', 'suruh', 'duduk', 'disebelahku']","['kemarin', 'pas', 'teman', 'habis', 'booster', 'vaksin', 'lengannya', 'bengkak', 'break', 'makan', 'siang', 'pas', 'cerita', 'kocak', 'kali', 'mukul', 'lengannya', 'bengkak', 'bilang', 'mukul', 'piring', 'cantik', 'wkwk', 'kasihan', 'reflek', 'banget', 'gasadar', 'suruh', 'duduk', 'disebelahku']",kemarin pas teman habis booster vaksin lengan bengkak break makan siang pas cerita kocak kali mukul lengan bengkak bilang mukul piring cantik wkwk kasihan reflek banget gasadar suruh duduk belah
515,8/30/2022 1:28,Harum Masihku,@drpriono1 Numpang tanya dokter kenapa wna syaratnya cuma vaksin ke 2 tidak booster? Apa bedanya dgn wni?,1,Numpang tanya dokter kenapa wna syaratnya cuma vaksin ke tidak booster Apa bedanya dgn wni,numpang tanya dokter kenapa wna syaratnya cuma vaksin ke tidak booster apa bedanya dgn wni,"['numpang', 'tanya', 'dokter', 'kenapa', 'wna', 'syaratnya', 'cuma', 'vaksin', 'ke', 'tidak', 'booster', 'apa', 'bedanya', 'dengan', 'wni']","['numpang', 'dokter', 'wna', 'syaratnya', 'vaksin', 'booster', 'bedanya', 'wni']",numpang dokter wna syarat vaksin booster beda wni
516,8/30/2022 1:32,Andi,@budakbillgates Negara Yg menciptakan vaksin aja warganya jarang yg vaksin klopun ada jarang yg booster. Kadang merasa kita dibodohi dijadikan pasar buat jualan vaksin tp merasa bangga.,0,Negara Yg menciptakan vaksin aja warganya jarang yg vaksin klopun ada jarang yg booster Kadang merasa kita dibodohi dijadikan pasar buat jualan vaksin tp merasa bangga,negara yg menciptakan vaksin aja warganya jarang yg vaksin klopun ada jarang yg booster kadang merasa kita dibodohi dijadikan pasar buat jualan vaksin tp merasa bangga,"['negara', 'yang', 'menciptakan', 'vaksin', 'saja', 'warganya', 'jarang', 'yang', 'vaksin', 'klopun', 'ada', 'jarang', 'yang', 'booster', 'kadang', 'merasa', 'kita', 'dibodohi', 'dijadikan', 'pasar', 'buat', 'jualan', 'vaksin', 'tapi', 'merasa', 'bangga']","['negara', 'menciptakan', 'vaksin', 'warganya', 'jarang', 'vaksin', 'klopun', 'jarang', 'booster', 'kadang', 'dibodohi', 'dijadikan', 'pasar', 'jualan', 'vaksin', 'bangga']",negara cipta vaksin warga jarang vaksin klopun jarang booster kadang bodoh jadi pasar jual vaksin bangga
517,8/30/2022 1:40,.,akhirnya udah vaksin booster wkwk,1,akhirnya udah vaksin booster wkwk,akhirnya udah vaksin booster wkwk,"['akhirnya', 'sudah', 'vaksin', 'booster', 'wkwk']","['vaksin', 'booster', 'wkwk']",vaksin booster wkwk
518,8/30/2022 1:46,Go go porenjesss,@ProfesorZubairi Yang saya pelajari bahwa divaksin covid 2 kali tapi masih saja bisa terinfeksi covid lagi. Disuruh vaksin yg booster udah ga mau lagi,0,Yang saya pelajari bahwa divaksin covid kali tapi masih saja bisa terinfeksi covid lagi Disuruh vaksin yg booster udah ga mau lagi,yang saya pelajari bahwa divaksin covid kali tapi masih saja bisa terinfeksi covid lagi disuruh vaksin yg booster udah ga mau lagi,"['yang', 'saya', 'pelajari', 'bahwa', 'divaksin', 'covid', 'kali', 'tapi', 'masih', 'saja', 'bisa', 'terinfeksi', 'covid', 'lagi', 'disuruh', 'vaksin', 'yang', 'booster', 'sudah', 'enggak', 'mau', 'lagi']","['pelajari', 'divaksin', 'covid', 'kali', 'terinfeksi', 'covid', 'disuruh', 'vaksin', 'booster']",ajar vaksin covid kali infeksi covid suruh vaksin booster
519,8/30/2022 2:16,LVR,Gila ya sekarang apa2 dipersulit:) mau naik kendaraan umum perjalanan jauh gak bisa kalau gak vaksin booster. Trus bgaimana dgn org2 yg gak bisa vaksin karena sakit??,0,Gila ya sekarang apa dipersulit mau naik kendaraan umum perjalanan jauh gak bisa kalau gak vaksin booster Trus bgaimana dgn org yg gak bisa vaksin karena sakit,gila ya sekarang apa dipersulit mau naik kendaraan umum perjalanan jauh gak bisa kalau gak vaksin booster trus bgaimana dgn org yg gak bisa vaksin karena sakit,"['gila', 'ya', 'sekarang', 'apa', 'dipersulit', 'mau', 'naik', 'kendaraan', 'umum', 'perjalanan', 'jauh', 'enggak', 'bisa', 'kalau', 'enggak', 'vaksin', 'booster', 'terus', 'bgaimana', 'dengan', 'orang', 'yang', 'enggak', 'bisa', 'vaksin', 'karena', 'sakit']","['gila', 'ya', 'dipersulit', 'kendaraan', 'perjalanan', 'vaksin', 'booster', 'bgaimana', 'orang', 'vaksin', 'sakit']",gila ya sulit kendara jalan vaksin booster bgaimana orang vaksin sakit
520,8/30/2022 4:37,a,Vaksin 1&2 pfizer aku ga knp knp tp pas booster pfizer aku demam seharian njir mana palaku pusing bat,0,Vaksin  pfizer aku ga knp knp tp pas booster pfizer aku demam seharian njir mana palaku pusing bat,vaksin  pfizer aku ga knp knp tp pas booster pfizer aku demam seharian njir mana palaku pusing bat,"['vaksin', 'pfizer', 'aku', 'enggak', 'kenapa', 'kenapa', 'tapi', 'pas', 'booster', 'pfizer', 'aku', 'demam', 'seharian', 'anjir', 'mana', 'palaku', 'pusing', 'banget']","['vaksin', 'pfizer', 'pas', 'booster', 'pfizer', 'demam', 'seharian', 'anjir', 'palaku', 'pusing', 'banget']",vaksin pfizer pas booster pfizer demam hari anjir pala pusing banget
521,8/30/2022 4:38,Cahya Afiffah,@virusketik Sehari abis vaksin booster moderna baru berasa sakit banget di lengan yg disuntiknya. Semangat!  #EndemiCovid #IndonesiaSehatIndonesiaHebat,0,Sehari abis vaksin booster moderna baru berasa sakit banget di lengan yg disuntiknya Semangat,sehari abis vaksin booster moderna baru berasa sakit banget di lengan yg disuntiknya semangat,"['sehari', 'habis', 'vaksin', 'booster', 'moderna', 'baru', 'berasa', 'sakit', 'banget', 'di', 'lengan', 'yang', 'disuntiknya', 'semangat']","['sehari', 'habis', 'vaksin', 'booster', 'moderna', 'berasa', 'sakit', 'banget', 'lengan', 'disuntiknya', 'semangat']",hari habis vaksin booster moderna asa sakit banget lengan suntik semangat
522,8/30/2022 4:51,🌸🌸🌸,@cursedkidd Kl begitu aku ga dulu dehh mau vaksin booster.Nunggu efeknya jadi orang kaya aja baru vaksin.,0,Kl begitu aku ga dulu dehh mau vaksin boosterNunggu efeknya jadi orang kaya aja baru vaksin,kl begitu aku ga dulu dehh mau vaksin boosternunggu efeknya jadi orang kaya aja baru vaksin,"['kalau', 'begitu', 'aku', 'enggak', 'dulu', 'deh', 'mau', 'vaksin', 'boosternunggu', 'efeknya', 'jadi', 'orang', 'kayak', 'saja', 'baru', 'vaksin']","['deh', 'vaksin', 'boosternunggu', 'efeknya', 'orang', 'kayak', 'vaksin']",deh vaksin boosternunggu efek orang kayak vaksin
